DOI,Sample_ID,Subsample_ID,Location,Approximate_Lattitude,Approximate_Longitude,Source,Date,Concentration,Concentration_Units,Color_Transparent,Color_Blue,Color_Red,Color_Brown,Color_Green,Color_Orange,Color_White,Color_Yellow,Color_Pink,Color_Black,Color_Other,Material_PEST,Material_PE,Material_PP,Material_PA,Material_PE_PS,Material_PS,Material_CA,Material_PVC,Material_ER,Material_PAM,Material_PET,Material_PlasticAdditive,Material_PBT,Material_PU,Material_PET_PEST,Material_PAN,Material_Silicone,Material_Acrylic,Material_Vinyl,Material_Vinyon,Material_Other,Material_PA_ER,Material_PTT,Material_PE_PP,Material_PPS,Material_Rayon,Material_PAA,Material_PMPS,Material_PI,Material_Olefin,Material_Styrene_Butadiene,Material_PBA,Material_PMMA,Material_Cellophane,Material_SAN,Material_PC,Material_PDMS,Material_PLA,Material_PTFE,Material_SBR,Material_PET_Olefin,Material_PES,Material_ABS,Material_LDPE,Material_PEVA,Material_AR,Material_PVA,Material_PPE,Morphology_Fragment,Morphology_Fiber,Morphology_Nurdle,Morphology_Film,Morphology_Foam,Morphology_Sphere,Morphology_Line,Morphology_Bead,Morphology_Sheet,Morphology_Film_Fragment,Morphology_Rubbery_Fragment,Size_3000um,Size_2_5mm,Size_1_5mm,Size_1_2mm,Size_0.5_1mm,Size_less_than_0.5mm,Size_500um,Size_300_500um,Size_125_300um,Size_100_500um,Size_greater_than_100um,Size_50_150um,Size_50_100um,Size_50um,Size_45_125um,Size_greater_than_25um,Size_20um_5mm,Size_20_100um,Size_20_50um,Size_10_50um,Size_10_45um,Size_10_20um,Size_greater_than_10um,Size_8_316um,Size_5_100um,Size_5_10um,Size_4_10um,Size_1.5_5um,Size_less_than_1.5um,Size_1_100um,Size_1_50um,Size_1_10um,Size_1_5um,Size_110_124nm,Size_0_20um
10.1016/j.chemosphere.2020.126612,14|10.1016/j.chemosphere.2020.126612,,"Suzhou and Huangpu River, China",35.6892523,51.3896004,tap water,,1.8-2.4 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,15|10.1016/j.chemosphere.2020.126612,,"Hong Lake, China",35.6892523,51.3896004,tap water,,1.3-4.7 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2020.126612,16|10.1016/j.chemosphere.2020.126612,,"Urban lakes, Hanjiang and Wuhan rivers, China",51.1638175,10.4478313,tap water,,1.7-8.9 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.impact.2021.100302,MineralWater_SingleUsePET|10.1016/j.impact.2021.100302,,,30.37926355,108.1371988,bottled water,,2649,particles/L,,,,,,,,,,,,,0.007,0.1,,,,,,,,0.78,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,0.447,0.536,,,,,,
10.1016/j.impact.2021.100302,MineralWater_ReusablePET|10.1016/j.impact.2021.100302,,,28.81487625,112.1966632,bottled water,,4889,particles/L,,,,,,,,,,,,,0.007,0.1,,,,,,,,0.78,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,0.029,,0.484,0.47,,,,,,
10.1016/j.impact.2021.100302,MineralWater_Glass|10.1016/j.impact.2021.100302,,,29.84292795,113.2955532,bottled water,,6292,particles/L,,,,,,,,,,,,,0.007,0.1,,,,,,,,0.78,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,,,0.154,,0.614,0.164,,,,,,
10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,RawDrinkingWater.1|10.1016/j.impact.2021.100302,,31.5001392,122.0691185,tap water,,1473,particles/L,,,,,,,,,,,,,0.08,0.2,,,0.05,,0.05,,,0.52,,,,,,,,,,0.06,,0.02,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,0.104062072,,,,,,0.358283889,,,,,,,0.537654039,,
10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,RawDrinkingWater.2|10.1016/j.impact.2021.100302,,31.238245,120.1414296,tap water,,1812,particles/L,,,,,,,,,,,,,0.08,0.2,,,0.05,,0.05,,,0.52,,,,,,,,,,0.06,,0.02,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,0.104062072,,,,,,0.358283889,,,,,,,0.537654039,,
10.1016/j.impact.2021.100302,RawDrinkingWater|10.1016/j.impact.2021.100302,RawDrinkingWater.3|10.1016/j.impact.2021.100302,,19.4326296,-99.1331785,tap water,,3605,particles/L,,,,,,,,,,,,,0.08,0.2,,,0.05,,0.05,,,0.52,,,,,,,,,,0.06,,0.02,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,0.104062072,,,,,,0.358283889,,,,,,,0.537654039,,
10.1016/j.impact.2021.100302,TapWater|10.1016/j.impact.2021.100302,,,19.4326296,-99.1331785,tap water,,440,particles/L,,,,,,,,,,,,,0.267,0.244,,0.22,0.065,,,,,0.033,,,,,,,,,,0.098,,,,0.073,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31-1,,,,
10.1016/j.impact.2021.100302,RawWater|10.1016/j.impact.2021.100302,,,19.4326296,-99.1331785,tap water,,6614,particles/L,,,,,,,,,,,,,Present,Present,,,,,,,Present,Present,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,0.121610381,,,,,,0.252869739,,,,,,,0.62551988,,
10.1016/j.impact.2021.100302,TreatedDrinkingWater2|10.1016/j.impact.2021.100302,,,19.4326296,-99.1331785,tap water,,930,particles/L,,,,,,,,,,,,,Present,Present,,,,,,,Present,Present,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,0.001075269,,,,,,0.146236559,,,,,,,0.852688172,,
10.1016/j.impact.2021.100302,MineralWaterPET|10.1016/j.impact.2021.100302,,,19.4326296,-99.1331785,bottled water,,32000000-110000000 ,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,
10.1007/s11783-021-1492-5,Mintenig|10.1007/s11783-021-1492-5,,Germany,19.4326296,-99.1331785,tap water,,0-0.7,particles/m3,,,,,,,,,,,,Present,Present,,Present,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s11783-021-1492-5,Sarkar|10.1007/s11783-021-1492-5,,"Ganga River, India",19.4326296,-99.1331785,tap water,,2.75,particles/L,,,,,,,,,,,,,Present,Present,,,Present,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,Present,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,
10.1007/s11783-021-1492-5,Johnson|10.1007/s11783-021-1492-5,,UK,19.4326296,-99.1331785,tap water,,0-0.0028,particles/L,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,
10.1007/s11783-021-1492-5,Dalmau-Soler|10.1007/s11783-021-1492-5,,Spain,19.4326296,-99.1331785,tap water,,0.07,particles/L,0.863,,,,,,,,,,,Present,Present,Present,,,Present,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,
10.1016/j.envres.2022.112855,AverageAll|10.1016/j.envres.2022.112855,,China,19.4326296,-99.1331785,tap water,,29,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414,,,,,,,,,,,,,,,,0.386
10.1021/acs.est.9b01517,Bottled_Water|10.1021/acs.est.9b01517,,,19.4326296,-99.1331785,bottled water,,94.37,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1021/acs.est.9b01517,Tap_Water|10.1021/acs.est.9b01517,,,19.4326296,-99.1331785,tap water,,4.23,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2021.117524,PE|10.1016/j.envpol.2021.117524,,Warnow river,19.4326296,-99.1331785,tap water,,117,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2021.117524,PP|10.1016/j.envpol.2021.117524,,Warnow river,19.4326296,-99.1331785,tap water,,34,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2021.117524,PS|10.1016/j.envpol.2021.117524,,Warnow river,19.4326296,-99.1331785,tap water,,45,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2021.117524,PET|10.1016/j.envpol.2021.117524,,Warnow river,48.53775,9.041169,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2021.117524,PVC|10.1016/j.envpol.2021.117524,,Warnow river,-7.22023,112.771611,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2021.117524,others|10.1016/j.envpol.2021.117524,,Warnow river,-7.22023,112.771611,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-242504/v1,DWTP1|10.21203/rs.3.rs-242504/v1,,Tehran,-7.22023,112.771611,tap water,,1401,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-242504/v1,DWTP2|10.21203/rs.3.rs-242504/v1,,Tehran,-7.22023,112.771611,tap water,,1042,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.21203/rs.3.rs-242504/v1,DWTP3|10.21203/rs.3.rs-242504/v1,,Tehran,-7.22023,112.771611,tap water,,971,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2020.143421,1|10.1016/j.sciotenv.2020.143421,,Germany,,,tap water,,0,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,29|10.1016/j.etap.2018.12.009,,"Three Gorges Reservoir, China",,,tap water,,4703,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,30|10.1016/j.etap.2018.12.009,,"Dongting Lake, China",,,tap water,,1191.7,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,20a|10.1016/j.etap.2018.12.009,,"Hong Lake, China",,,tap water,,2282.5,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,7|10.1016/j.etap.2018.12.009,,"Yangtze Estuary, China",,,tap water,,4137.3,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,123|10.1016/j.etap.2018.12.009,,"Urban Lakes in Wuhan, China",,,tap water,,1660-8925 ,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,11|10.1016/j.etap.2018.12.009,,"Taihu Lake, China",,,tap water,,3.4-25.8 ,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.etap.2018.12.009,20b|10.1016/j.etap.2018.12.009,,"Danjangkou Reservoir, China",,,tap water,,2594,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,1|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Transport Zone",,,tap water,,20,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,2|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Market Zone",,,tap water,,13,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,3|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,17,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,4|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,14,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,5|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Commercial Zone",,,tap water,,60,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,6|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,13,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,7|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Transport Zone",,,tap water,,15,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,8|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,18,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,9|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Market Zone",,,tap water,,37,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,10|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Tourism Zone",,,tap water,,34,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,11|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Tourism Zone",49.4594611,13.2700986,tap water,,38,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,12|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Tourism Zone",,,tap water,,60,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,13|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,7,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,14|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Transport Zone",,,tap water,,25,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,15|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Transport Zone",,,tap water,,22,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,16|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,15,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,17|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Hospital Zone",,,tap water,,7,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,18|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,37,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,19|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Hospital Zone",,,tap water,,9,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,20|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Commercial Zone",,,tap water,,6,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,21|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Recreation Zone",,,tap water,,7,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,22|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Education Zone",,,tap water,,8,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,23|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,14,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,24|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,8,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,25|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",,,tap water,,8,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,26|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Market Zone",35.000074,104.999927,tap water,,7,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,27|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",35.000074,104.999927,tap water,,13,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,28|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Education Zone",35.000074,104.999927,tap water,,8,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,29|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Transport Zone",35.000074,104.999927,tap water,,6,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,30|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Transport Zone",35.000074,104.999927,tap water,,10,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,31|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Commercial Zone",35.000074,104.999927,tap water,,23,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,32|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico",35.000074,104.999927,tap water,,15,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,33|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Education Zone",35.000074,104.999927,tap water,,13,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.envpol.2020.114227,34|10.1016/j.envpol.2020.114227,,"Mexico City, Mexico; Recreation Zone",35.000074,104.999927,tap water,,9,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
