X,Y,OBJECTID,Internal_ID,State_ID,Dam_Name,National_ID,Latitude,Longitude,County,Owner_Name,Owner_Type,Dam_Type,Year_Built,Dam_Height_feet,Dam_Length_feet,Capacity_acre_feet,Jurisdictional_Status,Downstream_Hazard,Condition_Assessment,Restricted,Date_Data_Applies,Data_Source,Record_Last_Edited,Record_Last_Edited_By,Comment_
-13170587.442,4049391.6403,92,166,No. 6-55,Headworks Reservoir East,CA01510,34.1532,-118.3134,Los Angeles,City of Los Angeles Department of Water And Power,"City, city agency, or city district",RECT,2016,32.17,2095,165,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13170587.442,4049391.6403,93,167,No. 6-56,Headworks Reservoir West,CA01598,34.1532,-118.3134,Los Angeles,City of Los Angeles Department of Water And Power,"City, city agency, or city district",RECT,2022,32.2,2384,227,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13606458.9082,4632863.6188,94,168,No. 7-0,Milliken,CA00102,38.3773,-122.2289,Napa,City of Napa,"City, city agency, or city district",CORA,1924,110,647,1980,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13622577.9705,4647756.0271,95,169,No. 7-3,Conn Creek,CA00104,38.4821,-122.3737,Napa,City of Napa,"City, city agency, or city district",ERTH,1946,125,700,31000,Certified,Extremely High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-12987800.8381,3852853.0351,96,171,No. 8-0,Barrett,CA00106,32.6796,-116.6714,San Diego,City of San Diego,"City, city agency, or city district",GRAV,1922,161,750,44755,Certified,Extremely High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13031605.0578,3860579.2581,97,172,No. 8-2,Chollas,CA00107,32.738,-117.0649,San Diego,City of San Diego,"City, city agency, or city district",ERTH,1901,50,565,167,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13038762.901,3901398.0067,98,173,No. 8-3,Lake Hodges,CA00108,33.0459,-117.1292,San Diego,City of San Diego,"City, city agency, or city district",MULA,1918,131,729,37700,Certified,Extremely High,Unsatisfactory,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13016298.6278,3843572.3742,99,174,No. 8-4,Savage,CA00109,32.6094,-116.9274,San Diego,City of San Diego,"City, city agency, or city district",GRAV,1919,149,750,56500,Certified,Extremely High,Poor,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-12974052.881,3853699.4978,100,175,No. 8-5,Morena,CA00110,32.686,-116.5479,San Diego,City of San Diego,"City, city agency, or city district",ROCK,1912,181,550,50206,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13003151.7959,3880129.1028,101,176,No. 8-7,El Capitan,CA00111,32.8856,-116.8093,San Diego,City of San Diego,"City, city agency, or city district",HYDF,1934,237,1170,112800,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13016832.9613,3848806.7232,102,177,No. 8-8,Upper Otay,CA00112,32.649,-116.9322,San Diego,City of San Diego,"City, city agency, or city district",CORA,1901,78,283,2825,Certified,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13016276.3639,3883576.2116,103,178,No. 8-9,San Vicente,CA00113,32.9116,-116.9272,San Diego,City of San Diego,"City, city agency, or city district",RCC,1943,338,1425,245000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13000468.9962,3911003.5664,104,179,No. 8-10,Sutherland,CA00114,33.1182,-116.7852,San Diego,City of San Diego,"City, city agency, or city district",MULA,1954,162,1020,29000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13036358.4,3884106.6259,105,180,No. 8-11,Miramar,CA00115,32.9156,-117.1076,San Diego,City of San Diego,"City, city agency, or city district",ERTH,1960,165,2265,7250,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13029601.3069,3866443.4518,106,181,No. 8-12,Murray,CA00116,32.7823,-117.0469,San Diego,City of San Diego,"City, city agency, or city district",MULA,1918,110,870,4818,Certified,Extremely High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13033675.6003,3896326.0542,107,183,No. 8-14,Bernardo Reservoir,CA00118,33.0077,-117.0835,San Diego,City of San Diego,"City, city agency, or city district",ERTH,1964,54,830,30,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13038551.394,3893339.6757,108,185,No. 8-16,Black Mountain Water Tank,CA01442,32.9852,-117.1273,San Diego,City of San Diego,"City, city agency, or city district",RECT,2002,55,0,77,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13353541.0251,4561853.0369,109,186,No. 9-0,Early Intake,CA00120,37.8755,-119.9569,Tuolumne,San Francisco Public Utilities Commission,"City, city agency, or city district",CORA,1925,56,262,115,Certified,Low,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13345180.9314,4575753.5357,110,187,No. 9-2,Lake Eleanor,CA00121,37.974,-119.8818,Tuolumne,San Francisco Public Utilities Commission,"City, city agency, or city district",MULA,1918,61,1260,28600,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13392369.2635,4552943.9262,111,189,No. 9-4,Moccasin Lower,CA00122,37.8123,-120.3057,Tuolumne,San Francisco Public Utilities Commission,"City, city agency, or city district",ERRK,1930,60,720,554,Certified,High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13334850.4826,4572139.0257,112,190,No. 9-5,O`Shaughnessy,CA00123,37.9484,-119.789,Tuolumne,San Francisco Public Utilities Commission,"City, city agency, or city district",GRAV,1923,312,900,360000,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13388105.727,4551281.3615,113,191,No. 9-6,Priest,CA00124,37.8005,-120.2674,Tuolumne,San Francisco Public Utilities Commission,"City, city agency, or city district",HYDF,1923,168,1000,2067.4,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13348843.3426,4575795.9007,114,192,No. 9-7,Cherry Valley,CA00125,37.9743,-119.9147,Tuolumne,San Francisco Public Utilities Commission,"City, city agency, or city district",ERRK,1956,315,2630,273500,Certified,Extremely High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13621231.0047,4513003.0646,115,196,No. 10-6,Lower Crystal Springs,CA00127,37.5283,-122.3616,San Mateo,City and County of San Francisco,"City, city agency, or city district",GRAV,1888,149,600,57910,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13628099.4172,4515656.3629,116,198,No. 10-8,Pilarcitos,CA00128,37.5472,-122.4233,San Mateo,City and County of San Francisco,"City, city agency, or city district",ERTH,1866,103,520,3100,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13626941.6945,4520234.533,117,200,No. 10-10,San Andreas,CA00129,37.5798,-122.4129,San Mateo,City and County of San Francisco,"City, city agency, or city district",ERTH,1870,107,727,19027,Certified,Extremely High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13631171.8352,4542986.5958,118,203,No. 10-13,Stanford Heights,CA00130,37.7416,-122.4509,San Francisco,City and County of San Francisco,"City, city agency, or city district",ERTH,1928,31,1480,37,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13626796.9792,4540748.5632,119,205,No. 10-15,University Mound North Basin,CA00131,37.7257,-122.4116,San Francisco,City and County of San Francisco,"City, city agency, or city district",ERTH,1885,17,2422,182,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13563856.9391,4519686.7323,120,209,No. 10-21,James H. Turner,CA00132,37.5759,-121.8462,Alameda,City and County of San Francisco,"City, city agency, or city district",ERTH,1964,193,2160,50500,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13626863.7709,4540396.715,121,210,No. 10-22,University Mound South Basin,CA00133,37.7232,-122.4122,San Francisco,City and County of San Francisco,"City, city agency, or city district",ERTH,1937,61,1150,250,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13634756.3228,4544408.4888,122,211,No. 10-23,Sunset North Basin,CA00134,37.7517,-122.4831,San Francisco,City and County of San Francisco,"City, city agency, or city district",ERTH,1938,74,2300,275,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13631661.6409,4544450.7262,123,212,No. 10-24,Sutro Reservoir,CA00135,37.752,-122.4553,San Francisco,City and County of San Francisco,"City, city agency, or city district",ERTH,1952,55,850,96,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13635023.4896,4544140.9891,124,213,No. 10-25,Sunset South Basin,CA00136,37.7498,-122.4855,San Francisco,City and County of San Francisco,"City, city agency, or city district",ERTH,1960,34,980,268,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13560695.4656,4508357.902,125,215,No. 10-27,New Calaveras,CA01546,37.4952,-121.8178,Alameda,City and County of San Francisco,"City, city agency, or city district",ERTH,2018,210,1210,96850,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13323640.6099,4099773.1655,126,216,No. 11-0,Gibraltar,CA00138,34.5269,-119.6883,Santa Barbara,City of Santa Barbara,"City, city agency, or city district",CORA,1920,169,600,9998,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13594981.8687,4630038.2052,127,220,No. 14-0,Lake Curry,CA00140,38.3574,-122.1258,Napa,City of Vallejo,"City, city agency, or city district",ERTH,1926,107,572,10700,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13602562.726,4622942.6008,128,221,No. 14-2,Lake Madigan,CA00141,38.3074,-122.1939,Solano,City of Vallejo,"City, city agency, or city district",ERTH,1908,89,665,1175,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13602273.2954,4620772.3235,129,222,No. 14-3,Lake Frey,CA00142,38.2921,-122.1913,Solano,City of Vallejo,"City, city agency, or city district",ERTH,1894,83,575,1020,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13607995.1172,4598854.0492,130,223,No. 14-4,Fleming Hill No. 2,CA00143,38.1374,-122.2427,Solano,City of Vallejo,"City, city agency, or city district",ERTH,1912,39.25,570,33,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13606280.797,4590238.3409,131,224,No. 14-5,Swanzy Lake,CA00144,38.0765,-122.2273,Solano,City of Vallejo,"City, city agency, or city district",ERTH,1931,86,375,107,Certified,Extremely High,Poor,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13607650.0268,4599292.8079,132,225,No. 14-6,Lake Chabot,CA00145,38.1405,-122.2396,Solano,City of Vallejo,"City, city agency, or city district",ERTH,1870,47,395,504,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13606024.7622,4601260.3743,133,226,No. 14-7,Summit Reservoir,CA00146,38.1544,-122.225,Solano,City of Vallejo,"City, city agency, or city district",ERTH,1968,124,900,220,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13635658.0107,4651340.2535,134,229,No. 16-2,St. Helena Lower,CA00148,38.5073,-122.4912,Napa,City of Saint Helena,"City, city agency, or city district",ERTH,1878,44,856,210,Certified,High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13634789.7186,4658128.1181,135,230,No. 16-3,Bell Canyon,CA00149,38.555,-122.4834,Napa,City of Saint Helena,"City, city agency, or city district",ERTH,1959,95,500,2530,Certified,High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13061438.6813,4054316.0905,136,232,No. 17-2,Devils Canyon Dike #1,CA00150,34.1898,-117.3329,San Bernardino,County of San Bernardino Department of Public Works,"County, county agency, or county district",ERTH,1934,15,3290,79,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13053768.7684,4046688.1369,137,236,No. 17-6,Perris Hill Reservoir,CA00151,34.1331,-117.264,San Bernardino,City of San Bernardino,"City, city agency, or city district",RECT,1962,31,1150,31,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13140720.4226,4028466.3422,138,238,No. 18-2,Whittier Reservoir No. 4,CA00153,33.9975,-118.0451,Los Angeles,City of Whittier Water District,"City, city agency, or city district",ERTH,1931,55,190,32,Certified/Inop,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13144149.063,4050723.453,139,240,No. 19-3,Morris S. Jones,CA00154,34.1631,-118.0759,Los Angeles,Pasadena City Department Of Water and Power,"City, city agency, or city district",ERTH,1952,49,1470,153.3,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13677914.8894,4670733.8969,140,242,No. 20-2,Foss Creek North Area,CA01431,38.6435,-122.8708,Sonoma,City of Healdsburg,"City, city agency, or city district",ERTH,1998,20,1100,85,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13597052.4112,4621524.0671,141,243,No. 21-0,Municipal,CA00155,38.2974,-122.1444,Solano,Private Entity,Individual owner,ERTH,1939,56,430,169,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13589237.783,4453543.1882,142,244,No. 23-2,Newell,CA00156,37.1035,-122.0742,Santa Cruz,City of Santa Cruz,"City, city agency, or city district",ERTH,1960,182,750,8991,Certified,Extremely High,Fair,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13554038.56,4494602.8962,143,246,No. 24-0,Cherry Flat,CA00158,37.3971,-121.758,Santa Clara,City of San Jose,"City, city agency, or city district",ERTH,1936,60,230,500,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13606714.9431,4557975.5076,144,251,No. 29-0,Lake Temescal,CA00160,37.848,-122.2312,Alameda,East Bay Regional Park District,"Park, sanitation, utility, or water district",ERTH,1869,116,650,200,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13608852.2773,4564984.3165,145,252,No. 29-2,C.L. Tilden Park,CA00161,37.8977,-122.2504,Contra Costa,East Bay Regional Park District,"Park, sanitation, utility, or water district",ERTH,1938,88,355,268,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13605913.4427,4550605.14,146,253,No. 31-0,Central,CA00162,37.7957,-122.224,Alameda,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1910,55,929,485,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13596239.779,4563065.9431,147,254,No. 31-2,Lafayette,CA00163,37.8841,-122.1371,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1929,132,1200,4250,Certified,Extremely High,Fair,Yes,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13453171.9694,4615922.7692,148,255,No. 31-4,Pardee,CA00164,38.2579,-120.8519,Amador,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",GRAV,1929,345,1337,197950,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13594647.9102,4541311.545,149,256,No. 31-5,Chabot,CA00165,37.7297,-122.1228,Alameda,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",HYDF,1892,142,450,10281,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13609898.6805,4571602.6043,150,257,No. 31-6,San Pablo,CA00166,37.9446,-122.2598,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1920,170,1250,43193,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13605846.651,4555184.582,151,262,No. 31-11,Piedmont,CA00170,37.8282,-122.2234,Alameda,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1905,64,250,60,Certified/Inop,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13604622.1366,4567396.8921,152,266,No. 31-15,Briones,CA00172,37.9148,-122.2124,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1964,273,2100,67520,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13472051.755,4611585.6289,153,267,No. 31-16,Camanche,CA00173,38.2273,-121.0215,San Joaquin,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1963,171,2400,417120,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13596796.3764,4542930.2872,154,269,No. 31-18,Dunsmuir Reservoir,CA00174,37.7412,-122.1421,Alameda,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",RECT,1968,43,2275,197,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13590050.4153,4539228.6642,155,271,No. 31-20,Almond,CA00176,37.7149,-122.0815,Alameda,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1954,30,1040,20,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13590885.3115,4564547.009,156,272,No. 31-21,Leland,CA00177,37.8946,-122.089,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1955,41,945,60,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13594018.2872,4558011.7382,157,273,No. 31-22,Moraga,CA00178,37.848257,-122.117144,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1965,37,210,36,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13612236.3898,4574341.4678,158,274,No. 31-23,Sobrante Clearwell,CA00179,37.964,-122.2808,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1964,28,1032,25,Certified,High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13614151.085,4579143.2838,159,275,No. 31-24,Maloney,CA00180,37.998,-122.298,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1960,107,620,68,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13617657.649,4575584.0774,160,278,No. 31-27,North,CA00183,37.9728,-122.3295,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1961,82,1080,244,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13581467.6825,4552958.0168,161,279,No. 31-28,Danville,CA00184,37.8124,-122.0044,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1961,75,765,45,Certified,Extremely High,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
-13612915.4387,4565774.338,162,280,No. 31-29,San Pablo Clearwell,CA00185,37.9033,-122.2869,Contra Costa,East Bay Municipal Utility District,"Park, sanitation, utility, or water district",ERTH,1922,42,627,17,Certified/Inop,Low,Satisfactory,No,2023/10/03 00:00:00+00,DSOD,2023/10/03 00:00:00+00,DSOD,
